City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
160,cidade velha,14.9167,-23.6167,301.41,42,48,6.69,CV,1706983623
161,lihue,21.9789,-159.3672,293.92,61,100,11.83,US,1706983478
162,san antonio de pale,-1.4014,5.6325,301.67,74,60,3.69,GQ,1706983433
163,belyy yar,53.6039,91.3903,257.09,100,40,0.0,RU,1706983625
164,morehead city,34.7229,-76.726,284.28,60,7,3.13,US,1706983616
165,quellon,-43.1167,-73.6167,288.54,53,50,3.42,CL,1706983449
166,murzuq,25.9155,13.9184,285.44,28,0,3.15,LY,1706983411
167,lichuan,30.3,108.85,271.41,96,100,1.55,CN,1706983628
168,saipan,15.1355,145.701,299.54,69,75,8.75,MP,1706983629
169,holualoa,19.6228,-155.9522,293.06,85,0,14.4,US,1706983630
170,port isabel,26.0734,-97.2086,298.19,77,100,8.23,US,1706983500
171,merritt island,28.5392,-80.672,297.59,55,0,3.6,US,1706983472
172,ribeira grande,38.5167,-28.7,291.37,77,20,8.05,PT,1706983477
173,nalut,30.3333,10.85,286.65,46,92,4.28,LY,1706983632
174,mount darwin,-16.7725,31.5838,294.54,78,75,1.37,ZW,1706983633
175,mossel bay,-34.1831,22.146,296.13,85,100,3.19,ZA,1706983633
176,mount gambier,-37.8333,140.7667,286.3,94,2,1.71,AU,1706983384
177,swansea,51.6208,-3.9432,283.88,97,100,2.68,GB,1706983406
178,swakopmund,-22.6833,14.5333,293.14,85,99,2.68,NA,1706983635
179,uruzgan,32.8333,66.0,276.58,38,12,3.07,AF,1706983636
180,bredasdorp,-34.5322,20.0403,297.6,72,87,3.77,ZA,1706983393
181,pontes e lacerda,-15.2261,-59.3353,297.38,87,46,0.67,BR,1706983418
182,isafjordur,66.0755,-23.124,268.16,90,100,3.45,IS,1706983304
183,tarnobrzeg,50.573,21.6794,282.2,82,100,8.03,PL,1706983639
184,jamestown,42.097,-79.2353,279.0,76,0,1.34,US,1706983610
185,lompoc,34.6391,-120.4579,287.0,68,100,2.57,US,1706983453
186,znamenskoye,57.1281,73.8282,250.59,100,86,2.13,RU,1706983642
187,grants,35.1473,-107.8514,276.28,52,40,12.35,US,1706983643
188,uturoa,-16.7333,-151.4333,300.92,74,93,5.04,PF,1706983643
189,knyaze-volkonskoye,48.4642,135.4567,251.48,98,49,3.13,RU,1706983644
190,queenstown,-31.8976,26.8753,296.76,61,77,3.59,ZA,1706983645
191,san patricio,28.017,-97.5169,294.91,50,34,6.5,US,1706983403
192,dolores,-36.3132,-57.6792,313.97,12,3,5.39,AR,1706983646
193,chonchi,-42.6128,-73.8092,293.9,39,51,1.09,CL,1706983647
194,vernon,50.2581,-119.2691,277.76,96,100,0.51,CA,1706983462
195,howard springs,-12.497,131.047,301.1,94,98,3.79,AU,1706983648
196,broken hill,-31.95,141.4333,300.76,17,98,4.14,AU,1706983648
197,port saint john's,-31.6229,29.5448,297.3,88,96,4.75,ZA,1706983320
198,isiolo,0.3546,37.5822,297.62,61,95,2.42,KE,1706983649
199,axim,4.8699,-2.2405,301.08,77,53,3.12,GH,1706983651
200,rovaniemi,66.5,25.7167,268.82,93,0,4.63,FI,1706983651
201,usinsk,65.9939,57.5281,253.75,93,50,2.68,RU,1706983390
202,arkhangel'sk,64.5401,40.5433,267.21,100,100,3.0,RU,1706983652
203,luderitz,-26.6481,15.1594,294.41,81,5,4.68,NA,1706983425
204,palmer,42.1584,-72.3287,277.12,47,20,6.17,US,1706983415
205,taro,-8.3862,115.28,297.15,96,100,0.42,ID,1706983654
206,mcalester,34.9334,-95.7697,288.2,77,100,5.66,US,1706983655
207,guayaramerin,-10.8368,-65.3614,306.12,57,36,0.84,BO,1706983655
208,tyler,32.3513,-95.3011,288.18,87,100,7.72,US,1706983507
209,sanibel,26.449,-82.0223,296.52,56,0,0.89,US,1706983537
210,port lincoln,-34.7333,135.8667,292.42,67,0,1.81,AU,1706983657
211,sumbe,-11.2061,13.8437,300.89,78,97,3.6,AO,1706983658
212,mucumpiz,8.4167,-71.1333,292.28,78,83,1.57,VE,1706983658
213,kuraymah,18.55,31.85,291.28,18,52,4.84,SD,1706983659
214,west end,26.6833,-78.9667,296.14,67,30,3.76,BS,1706983660
215,cuyo,10.8525,121.0086,299.62,86,4,8.04,PH,1706983660
216,tual,-5.6667,132.75,301.94,79,72,5.06,ID,1706983661
217,troitskoye,52.9821,84.6757,264.31,92,100,3.38,RU,1706983662
218,sisimiut,66.9395,-53.6735,252.94,89,93,3.07,GL,1706983663
219,haiku-pauwela,20.9219,-156.3051,293.73,72,75,6.69,US,1706983663
220,barcelos,41.5388,-8.6151,289.73,80,25,1.4,PT,1706983452
221,hirara,24.8,125.2833,295.54,82,5,0.66,JP,1706983665
222,tongliao,43.6125,122.2653,252.34,88,5,2.09,CN,1706983665
223,twin falls,42.3505,-114.6445,276.34,60,20,8.23,US,1706983666
224,puerto asis,0.5133,-76.5007,301.58,74,99,1.22,CO,1706983667
225,la'ie,21.6477,-157.9253,294.81,57,9,4.47,US,1706983668
226,ayorou,14.7308,0.9174,299.24,13,55,4.77,NE,1706983668
227,memphis,35.1495,-90.049,294.43,46,75,4.12,US,1706983553
228,chabahar,25.2919,60.643,295.83,57,97,7.96,IR,1706983670
229,bom jesus,-9.0744,-44.3586,302.63,60,95,1.3,BR,1706983670
230,tokar,18.4254,37.729,294.99,56,21,3.03,SD,1706983671
231,yemetsk,63.4721,41.7941,257.39,99,83,2.18,RU,1706983671
232,san juan bautista,-14.0108,-75.7358,303.42,50,99,3.36,PE,1706983673
233,westerland,54.9079,8.3033,279.27,93,40,7.72,DE,1706983673
234,lasem,-6.6922,111.4527,298.38,89,100,4.14,ID,1706983675
235,bambanglipuro,-7.95,110.2833,298.7,86,100,2.17,ID,1706983675
236,isiro,2.7739,27.616,296.11,42,40,0.95,CD,1706983676
237,revda,56.801,59.9303,262.91,95,100,2.71,RU,1706983676
238,san fernando de apure,7.8878,-67.4724,311.87,28,77,1.58,VE,1706983677
239,lerwick,60.1545,-1.1494,278.15,73,96,12.22,GB,1706983678
240,afaahiti,-17.75,-149.2833,301.08,74,81,3.97,PF,1706983480
241,phan rang-thap cham,11.5667,108.9833,294.65,91,45,2.49,VN,1706983679
242,dingtao,35.0683,115.5625,270.85,58,93,2.05,CN,1706983680
243,walvis bay,-22.9575,14.5053,293.2,83,91,4.08,NA,1706983681
244,ghadamis,30.1337,9.5007,286.46,56,56,2.29,LY,1706983681
245,santo antonio,-6.3106,-35.4789,305.06,47,97,6.36,BR,1706983682
246,tralee,52.2704,-9.7026,284.29,93,100,3.09,IE,1706983377
247,portland,45.5234,-122.6762,282.78,87,40,0.89,US,1706983445
248,kavaratti,10.5669,72.642,299.7,69,38,2.23,IN,1706983440
249,port blair,11.6667,92.75,298.17,88,9,0.0,IN,1706983432
250,longboat key,27.4125,-82.659,295.5,56,0,2.06,US,1706983386
251,al bawiti,28.3492,28.8659,283.65,42,0,2.59,EG,1706983686
252,fort mcmurray,56.7268,-111.381,269.92,93,100,4.63,CA,1706983597
253,pitiquito,30.7,-112.0833,287.31,49,0,1.11,MX,1706983687
254,zadar,44.1197,15.2422,280.49,87,0,1.54,HR,1706983688
255,kalemie,-5.9475,29.1947,296.03,86,68,0.34,CD,1706983689
256,lenger,42.183,69.8839,266.84,77,100,1.85,KZ,1706983689
257,lincoln,40.8,-96.667,279.1,95,100,4.63,US,1706983690
258,nikolayevsk-on-amure,53.1406,140.73,249.0,99,50,1.85,RU,1706983690
259,konarka,19.9,86.1167,296.37,87,25,0.46,IN,1706983691
260,remire-montjoly,4.9167,-52.2667,305.17,62,20,5.14,GF,1706983692
261,diego de almagro,-26.3667,-70.05,302.7,29,14,6.74,CL,1706983693
262,yuzhno-kurilsk,44.0306,145.8556,268.91,71,92,6.35,RU,1706983693
263,redding,40.5865,-122.3917,281.02,89,100,1.34,US,1706983595
264,anadyr,64.75,177.4833,253.43,70,0,3.58,RU,1706983694
265,sarmiento,-45.5882,-69.07,291.67,17,9,2.74,AR,1706983695
266,aykhal,66.0,111.5,245.63,65,84,1.62,RU,1706983414
267,pacific grove,36.6177,-121.9166,284.5,83,100,2.68,US,1706983696
268,praia da vitoria,38.7333,-27.0667,291.35,82,40,4.97,PT,1706983434
269,malini,47.4667,26.0833,281.16,78,100,2.99,RO,1706983697
270,muisne,0.6,-80.0333,301.05,76,84,4.06,EC,1706983698
271,camayenne,9.535,-13.6878,300.91,70,0,5.41,GN,1706983699
272,gorodoviki,46.1353,41.9656,275.38,72,100,5.97,RU,1706983699
273,port douglas,-16.4833,145.4667,300.15,83,96,1.36,AU,1706983559
274,benguela,-12.5763,13.4055,301.55,71,88,2.03,AO,1706983701
275,port augusta,-32.5,137.7667,298.02,45,75,2.5,AU,1706983701
276,artesia,33.8658,-118.0831,289.31,66,0,2.57,US,1706983702
277,vorgashor,67.5833,63.95,255.19,90,100,4.98,RU,1706983465
278,nar'yan-mar,67.6713,53.087,260.43,86,20,6.26,RU,1706983703
279,fukuecho,32.6881,128.8419,284.44,88,100,10.2,JP,1706983704
280,el calafate,-50.3408,-72.2768,285.93,42,36,4.45,AR,1706983704
281,plastun,44.7561,136.2939,256.48,81,3,4.18,RU,1706983705
282,tofol,5.3248,163.0078,301.16,80,100,8.74,FM,1706983706
283,chifeng,42.2683,118.9636,259.54,77,8,1.7,CN,1706983707
284,basco,20.4487,121.9702,297.34,88,0,7.67,PH,1706983707
285,taoudenni,22.6783,-3.9836,296.13,9,5,5.13,ML,1706983708
286,bonadelle ranchos-madera ranchos,36.9847,-119.8746,284.86,73,84,2.09,US,1706983709
287,le port,-20.9373,55.2919,298.15,79,76,1.65,RE,1706983709
288,chita,52.0333,113.55,243.13,68,19,0.0,RU,1706983710
289,gamba,-2.65,10.0,300.21,83,77,3.11,GA,1706983711
290,kenora,49.8167,-94.4337,274.46,74,5,2.57,CA,1706983711
291,princeville,45.7668,-61.2985,272.51,96,100,5.36,CA,1706983712
292,sitka,57.0531,-135.33,274.09,80,100,3.09,US,1706983472
293,rabo de peixe,37.8,-25.5833,290.92,99,20,5.14,PT,1706983713
294,manokwari,-0.8667,134.0833,298.86,81,44,2.08,ID,1706983714
295,vilyuysk,63.7553,121.6247,245.37,98,96,2.24,RU,1706983715
296,sasovo,54.3537,41.9199,264.33,95,97,3.13,RU,1706983715
297,tazacorte,28.629,-17.9293,294.69,68,20,1.03,ES,1706983451
298,st. john's,47.5649,-52.7093,271.86,87,82,8.94,CA,1706983698
299,bemidji,47.4736,-94.8803,272.2,100,100,2.57,US,1706983717
300,tomelloso,39.1522,-3.0243,286.22,39,0,3.66,ES,1706983717
301,port-vila,-17.7338,168.3219,300.38,86,96,5.23,VU,1706983718
302,tateyama,34.9833,139.8667,281.63,83,100,1.35,JP,1706983719
303,mazagao,-0.115,-51.2894,304.18,54,98,2.71,BR,1706983719
304,kununurra,-15.7667,128.7333,301.14,94,22,4.63,AU,1706983720
305,yuzhnyy,53.2542,83.6936,265.36,81,100,6.0,RU,1706983720
306,carnarvon,-24.8667,113.6333,296.54,81,2,10.6,AU,1706983721
307,port elizabeth,-33.918,25.5701,297.65,95,100,3.09,ZA,1706983258
308,vitry-le-francois,48.7333,4.5833,281.63,90,100,4.06,FR,1706983722
309,talavera,15.6167,120.9333,295.2,89,10,1.2,PH,1706983723
310,polyarnyy,69.1989,33.4478,267.92,78,96,13.22,RU,1706983724
311,hobyo,5.3505,48.5268,299.27,82,31,6.68,SO,1706983725
312,semey,50.4111,80.2275,264.69,80,98,5.0,KZ,1706983725
313,dryden,49.7833,-92.7503,270.31,86,0,4.12,CA,1706983452
314,uchiza,-8.4592,-76.4633,297.63,94,97,0.84,PE,1706983727
315,daru,-9.0763,143.2092,299.6,87,94,2.95,PG,1706983728
316,urengoy,65.9667,78.3667,256.23,96,100,2.03,RU,1706983432
317,hakui,36.8833,136.7833,277.71,79,100,2.37,JP,1706983729
318,hengchun,22.0042,120.7439,296.66,82,94,6.39,TW,1706983730
319,aquin,18.2833,-73.4,298.73,71,31,2.14,HT,1706983731
320,kedrovyy,56.1667,91.8167,254.74,100,97,1.62,RU,1706983731
321,bobrovytsya,50.75,31.3833,277.96,89,100,7.67,UA,1706983732
322,la jagua de ibirico,9.5623,-73.3341,301.76,81,99,1.92,CO,1706983733
323,fale old settlement,-9.3852,-171.2468,301.95,80,100,8.84,TK,1706983734
324,esperanza,19.5847,-70.9849,300.54,68,45,0.89,DO,1706983734
325,cabo san lucas,22.8909,-109.9124,297.93,42,3,1.34,MX,1706983273
326,ola,59.5833,151.2833,254.36,79,99,4.66,RU,1706983404
327,crane,31.3974,-102.3501,286.82,30,0,15.23,US,1706983736
328,tselinnoye,53.0833,85.6667,263.34,95,100,2.2,RU,1706983737
329,kamyshin,50.0983,45.416,269.61,92,89,5.72,RU,1706983737
330,fisterra,42.9049,-9.2629,289.12,79,22,2.09,ES,1706983459
331,spearfish,44.4908,-103.8594,281.63,88,40,5.66,US,1706983619
332,salinas,36.6777,-121.6555,284.72,81,75,7.2,US,1706983740
333,oranjemund,-28.55,16.4333,294.07,89,44,2.62,NA,1706983742
334,gunjur,13.2019,-16.7339,308.19,17,3,3.6,GM,1706983743
335,tamuin,21.9833,-98.75,308.3,17,0,6.72,MX,1706983743
336,porto velho,-8.7619,-63.9039,305.18,55,40,1.54,BR,1706983744
337,hadibu,12.65,54.0333,298.07,76,82,3.24,YE,1706983745
338,gadzhiyevo,69.2551,33.3362,267.47,79,96,13.14,RU,1706983437
339,le vauclin,14.5452,-60.8388,302.18,70,75,3.09,MQ,1706983746
340,new norfolk,-42.7826,147.0587,289.22,93,100,0.69,AU,1706983747
341,santa terezinha,-29.9002,-50.0904,299.69,72,0,6.38,BR,1706983747
342,kovdor,67.5662,30.4758,267.57,93,100,5.51,RU,1706983748
343,palikir - national government center,6.9248,158.1611,299.56,89,100,3.09,FM,1706983749
344,shalqar,47.8333,59.6,272.49,93,100,6.09,KZ,1706983750
345,jining,35.405,116.5814,271.08,52,84,1.78,CN,1706983723
346,kudahuvadhoo,2.6708,72.8944,300.98,80,86,5.09,MV,1706983751
347,pico truncado,-46.7949,-67.9573,291.11,14,6,2.45,AR,1706983751
348,ciudad lazaro cardenas,17.9583,-102.2,300.28,59,2,3.29,MX,1706983752
349,priozersk,61.0393,30.1291,273.2,86,100,4.87,RU,1706983753
350,canyon lake,29.8752,-98.2625,293.39,55,60,2.68,US,1706983753
351,rehoboth,-23.3167,17.0833,299.41,46,96,5.24,NA,1706983754
352,flin flon,54.7682,-101.865,275.44,90,28,2.21,CA,1706983755
353,malax,62.9423,21.5731,275.12,62,0,6.69,FI,1706983755
354,fujinomiya,35.2167,138.6167,277.92,93,100,0.6,JP,1706983756
355,bongaree,-27.0797,153.1586,297.16,85,8,0.75,AU,1706983757
356,garachico,28.7781,-17.7646,293.21,64,20,1.03,ES,1706983757
357,mount isa,-20.7333,139.5,297.02,94,100,6.69,AU,1706983758
358,floro,61.5996,5.0328,278.13,56,40,14.92,NO,1706983759
359,buka,40.8108,69.1986,274.77,75,100,1.71,UZ,1706983760
360,pisco,-13.7,-76.2167,300.18,65,75,4.12,PE,1706983481
361,kudymkar,59.0173,54.656,262.77,95,100,3.65,RU,1706983761
362,dana point,33.467,-117.6981,289.57,72,41,3.13,US,1706983762
363,wamba,8.9333,8.6,301.09,16,16,1.58,NG,1706983763
364,carbonear,47.7332,-53.2148,272.12,86,100,7.11,CA,1706983763
365,puerto aysen,-45.4,-72.7,293.15,31,77,1.89,CL,1706983764
366,tura,25.5198,90.2201,286.03,33,0,1.61,IN,1706983388
367,zeya,53.75,127.2667,243.98,99,8,1.29,RU,1706983765
368,novoishimskiy,53.1981,66.7694,270.84,96,99,4.99,KZ,1706983766
369,owando,-0.4819,15.8999,300.95,56,100,1.08,CG,1706983767
370,rio preto da eva,-2.6994,-59.6997,305.31,57,61,1.39,BR,1706983535
371,happy valley-goose bay,53.3168,-60.3315,258.95,81,6,0.69,CA,1706983769
372,uyar,55.81,94.3153,258.18,99,100,1.29,RU,1706983769
373,wad az zaki,14.4619,32.2065,294.89,14,23,5.28,SD,1706983770
